"STATION","NAME","DATE","DAPR","DASF","MDPR","PRCP","SNOW","TMAX","TMIN","TOBS"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-25",,,,"0.39","0.0","35","19","19"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-26",,,,"0.00","0.0","35","19","20"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-27",,,,"0.00","0.0","36","20","21"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-28",,,,"0.00","0.0","42","21","29"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-29",,,,"0.00","0.0","46","25","34"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-30",,,,"0.00","0.0","51","27","32"
"USC00425186","LOGAN UTAH ST U, UT US","1942-03-31",,,,"0.00","0.0","57","28","31"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-01",,,,"0.00","0.0","58","33","35"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-02",,,,"0.00","0.0","59","34","37"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-03",,,,"0.00","0.0","71","35","40"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-04",,,,"0.00","0.0","66","37","43"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-05",,,,"0.39","0.0","57","35","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-06",,,,"0.00","0.0","58","35","36"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-07",,,,"0.00","0.0","61","36","43"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-08",,,,"0.00","0.0","64","40","40"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-09",,,,"0.00","0.0","70","40","44"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-10",,,,"0.00","0.0","70","42","48"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-11",,,,"0.00","0.0","72","46","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-12",,,,"0.00","0.0","67","45","48"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-13",,,,"0.06","0.0","72","44","45"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-14",,,,"0.00","0.0","68","44","54"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-15",,,,"0.34","0.0","58","29","31"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-16",,,,"0.00","0.0","70","30","47"
